Machine,Status,Start_DTTM,Stop_DTTM,Duration,error_code,error_name,stopped_reason
MB4F_FICO#02,Stop,8/10/2021 15:12,8/10/2021 15:18,6,80.0,SAFETYPIN ERROR SEPARATION SEPARATOR,Auto
MB4F_FICO#02,Run,8/10/2021 15:18,8/10/2021 15:24,6,NA,NA,NA
MB4F_FICO#02,Stop,8/10/2021 15:24,8/10/2021 15:24,1,80.0,SAFETYPIN ERROR SEPARATION SEPARATOR,Auto
MB4F_FICO#02,Run,8/10/2021 15:24,8/10/2021 15:28,4,NA,NA,NA
MB4F_FICO#02,Stop,8/10/2021 15:28,8/10/2021 15:29,1,80.0,SAFETYPIN ERROR SEPARATION SEPARATOR,Auto
MB4F_FICO#02,Run,8/10/2021 15:29,8/10/2021 15:39,10,NA,NA,NA
MB4F_FICO#02,Stop,8/10/2021 15:39,8/10/2021 15:50,11,80.0,SAFETYPIN ERROR SEPARATION SEPARATOR,Auto
MB4F_FICO#02,Run,8/10/2021 16:02,8/10/2021 16:07,5,NA,NA,NA
MB4F_FICO#02,Stop,8/10/2021 16:07,8/10/2021 16:15,8,80.0,SAFETYPIN ERROR SEPARATION SEPARATOR,Auto
MB4F_FICO#02,Run,8/10/2021 16:23,8/10/2021 16:25,2,NA,NA,NA
MB4F_FICO#02,Stop,8/10/2021 16:25,8/10/2021 16:27,2,80.0,SAFETYPIN ERROR SEPARATION SEPARATOR,Auto
MB4F_FICO#02,Run,8/10/2021 16:27,8/10/2021 16:27,1,NA,NA,NA
MB4F_FICO#02,Stop,8/10/2021 16:27,8/10/2021 16:28,1,3.0,EMPTY TRAY STUCK ABOVE TRACK TRAYHANDLER: 2S06,Auto
MB4F_FICO#02,Run,8/10/2021 16:29,8/10/2021 16:35,6,NA,NA,NA
MB4F_FICO#02,Stop,8/10/2021 16:35,8/10/2021 16:36,1,80.0,SAFETYPIN ERROR SEPARATION SEPARATOR,Auto
MB4F_FICO#02,Run,8/10/2021 16:36,8/10/2021 16:38,2,NA,NA,NA
MB4F_FICO#02,Stop,8/10/2021 16:38,8/10/2021 16:39,1,46.0,FRAME INSPECTION FAILED PRESS1: VISION OUTFEED,Auto
MB4F_FICO#02,Run,8/10/2021 16:39,8/10/2021 16:43,4,NA,NA,NA
MB4F_FICO#02,Stop,8/10/2021 16:43,8/10/2021 16:47,4,45.0,FRAME INSPECTION FAILED PRESS1: VISION INFEED,Auto
MB4F_FICO#02,Run,8/10/2021 16:47,8/10/2021 16:51,4,NA,NA,NA
MB4F_FICO#02,Stop,8/10/2021 16:51,8/10/2021 16:51,1,80.0,SAFETYPIN ERROR SEPARATION SEPARATOR,Auto
MB4F_FICO#02,Run,8/10/2021 16:51,8/10/2021 16:54,3,NA,NA,NA
MB4F_FICO#02,Stop,8/10/2021 16:54,8/10/2021 16:56,2,80.0,SAFETYPIN ERROR SEPARATION SEPARATOR,Auto
MB4F_FICO#02,Run,8/10/2021 16:56,8/10/2021 17:17,21,NA,NA,NA
MB4F_FICO#02,Stop,8/10/2021 17:17,8/10/2021 17:20,3,80.0,SAFETYPIN ERROR SEPARATION SEPARATOR,Auto
MB4F_FICO#02,Run,8/10/2021 17:21,8/10/2021 17:23,2,NA,NA,NA
MB4F_FICO#02,Stop,8/10/2021 17:23,8/10/2021 17:28,5,23.0,FRAME INFEED FAILED PRESS1: 2S22,Auto
MB4F_FICO#02,Run,8/10/2021 17:28,8/10/2021 17:37,9,NA,NA,NA
MB4F_FICO#02,Stop,8/10/2021 17:37,8/10/2021 17:37,1,46.0,FRAME INSPECTION FAILED PRESS2: VISION OUTFEED,Auto
MB4F_FICO#02,Run,8/10/2021 17:46,8/10/2021 17:47,1,NA,NA,NA
MB4F_FICO#02,Stop,8/10/2021 17:47,8/10/2021 17:48,1,82.0,MAGAZINE ROTATOR NOT TURNED OFFL UNIT: 2S05/06,Auto
MB4F_FICO#02,Run,8/10/2021 18:59,8/10/2021 19:00,1,NA,NA,NA
MB4F_FICO#02,Stop,8/10/2021 19:00,8/10/2021 19:00,1,82.0,MAGAZINE ROTATOR NOT TURNED OFFL UNIT: 2S05/06,Auto
MB4F_FICO#02,Run,8/10/2021 19:00,8/10/2021 19:01,1,NA,NA,NA
MB4F_FICO#02,Stop,8/10/2021 19:01,8/10/2021 19:02,1,46.0,FRAME INSPECTION FAILED PRESS1: VISION OUTFEED,Auto
MB4F_FICO#02,Run,8/10/2021 19:23,8/10/2021 19:34,11,NA,NA,NA
MB4F_FICO#02,Stop,8/10/2021 19:34,8/10/2021 19:36,2,11.0,LEADFRAME STUCK AT INFEED LOAD UNIT: 1S28,Auto
MB4F_FICO#02,Run,8/10/2021 19:47,8/10/2021 19:58,11,NA,NA,NA
MB4F_FICO#02,Stop,8/10/2021 19:58,8/10/2021 19:58,1,73.0,SAFETY-PIN ERROR PRESS1: 2S12,Auto
MB4F_FICO#02,Run,8/10/2021 19:58,8/10/2021 19:59,1,NA,NA,MA
MB4F_FICO#02,Stop,8/10/2021 19:59,8/10/2021 19:59,1,MA,MA,MA
MB4F_FICO#02,Run,8/10/2021 20:11,8/10/2021 20:17,6,NA,NA,NA
MB4F_FICO#02,Stop,8/10/2021 20:17,8/10/2021 20:19,2,11.0,LEADFRAME STUCK AT INFEED LOAD UNIT: 1S28,Auto
MB4F_FICO#02,Run,8/10/2021 20:19,8/10/2021 20:27,8,NA,NA,NA
MB4F_FICO#02,Stop,8/10/2021 20:27,8/10/2021 20:34,7,73.0,SAFETY-PIN ERROR PRESS1: 2S12,Auto
MB4F_FICO#02,Run,8/10/2021 20:34,8/10/2021 20:34,1,NA,NA,MA
MB4F_FICO#02,Stop,8/10/2021 20:34,8/10/2021 20:34,1,MA,MA,MA
MB4F_FICO#02,Run,8/10/2021 21:33,8/10/2021 21:33,1,NA,NA,NA
MB4F_FICO#02,Stop,8/10/2021 21:33,8/10/2021 21:35,2,24.0,LEADFRAME NOT PICKED UP BY VACUUMHEAD LOAD UNIT: 1S22,Auto
MB4F_FICO#02,Run,8/10/2021 21:35,8/10/2021 21:36,1,NA,NA,NA
MB4F_FICO#02,Stop,8/10/2021 21:36,8/10/2021 21:37,1,80.0,SAFETYPIN ERROR SEPARATION SEPARATOR,Auto
MB4F_FICO#02,Run,8/10/2021 21:37,8/10/2021 21:40,3,NA,NA,NA
MB4F_FICO#02,Stop,8/10/2021 21:40,8/10/2021 21:43,3,80.0,SAFETYPIN ERROR SEPARATION SEPARATOR,Auto
MB4F_FICO#02,Run,8/10/2021 21:43,8/10/2021 21:44,1,NA,NA,NA
MB4F_FICO#02,Stop,8/10/2021 21:44,8/10/2021 21:44,1,80.0,SAFETYPIN ERROR SEPARATION SEPARATOR,Auto
MB4F_FICO#02,Run,8/10/2021 21:44,8/10/2021 21:49,5,NA,NA,NA
MB4F_FICO#02,Stop,8/10/2021 21:49,8/10/2021 21:52,3,3.0,EMPTY TRAY STUCK ABOVE TRACK TRAYHANDLER: 2S06,Auto
MB4F_FICO#02,Run,8/10/2021 21:52,8/10/2021 21:55,3,NA,NA,NA
MB4F_FICO#02,Stop,8/10/2021 21:55,8/10/2021 21:55,1,80.0,SAFETYPIN ERROR SEPARATION SEPARATOR,Auto
MB4F_FICO#02,Run,8/10/2021 21:55,8/10/2021 22:03,8,NA,NA,NA
MB4F_FICO#02,Stop,8/10/2021 22:03,8/10/2021 22:04,1,46.0,FRAME INSPECTION FAILED PRESS2: VISION OUTFEED,Auto
MB4F_FICO#02,Run,8/10/2021 22:04,8/10/2021 22:04,1,NA,NA,NA
MB4F_FICO#02,Stop,8/10/2021 22:04,8/10/2021 22:05,1,46.0,FRAME INSPECTION FAILED PRESS2: VISION OUTFEED,Auto
MB4F_FICO#03,Run,8/10/2021 0:56,8/10/2021 1:26,30,NA,NA,NA
MB4F_FICO#03,Stop,8/10/2021 1:26,8/10/2021 1:27,1,65.0,STACK REMOVAL TIMEOUT TRAYHANDLER: 2S23,Auto
MB4F_FICO#03,Run,8/10/2021 1:37,8/10/2021 2:18,41,NA,NA,NA
MB4F_FICO#03,Stop,8/10/2021 2:18,8/10/2021 2:38,20,65.0,STACK REMOVAL TIMEOUT TRAYHANDLER: 2S23,Auto
MB4F_FICO#03,Run,8/10/2021 2:38,8/10/2021 2:39,1,NA,NA,NA
MB4F_FICO#03,Stop,8/10/2021 2:39,8/10/2021 2:39,1,73.0,SAFETY-PIN ERROR PRESS1: 2S12,Auto
MB4F_FICO#03,Run,8/10/2021 2:39,8/10/2021 2:40,1,NA,NA,NA
MB4F_FICO#03,Stop,8/10/2021 2:40,8/10/2021 2:41,1,73.0,SAFETY-PIN ERROR PRESS1: 2S12,Auto
MB4F_FICO#03,Run,8/10/2021 2:41,8/10/2021 2:56,15,NA,NA,NA
MB4F_FICO#03,Stop,8/10/2021 2:56,8/10/2021 2:56,1,46.0,FRAME INSPECTION FAILED PRESS1: VISION OUTFEED,Auto
MB4F_FICO#03,Run,8/10/2021 4:02,8/10/2021 4:38,36,NA,NA,MA
MB4F_FICO#03,Stop,8/10/2021 4:38,8/10/2021 4:38,1,MA,MA,MA
MB4F_FICO#03,Run,8/10/2021 4:42,8/10/2021 4:53,11,NA,NA,NA
MB4F_FICO#03,Stop,8/10/2021 4:53,8/10/2021 4:56,3,35.0,FAILED TO UNCLAMP TRAY TRAYHANDLER: 2S26/27,Auto
MB4F_FICO#03,Run,8/10/2021 4:56,8/10/2021 4:58,2,NA,NA,NA
MB4F_FICO#03,Stop,8/10/2021 4:58,8/10/2021 5:02,4,73.0,SAFETY-PIN ERROR PRESS1: 2S12,Auto
MB4F_FICO#03,Run,8/10/2021 5:02,8/10/2021 5:02,1,NA,NA,NA
MB4F_FICO#03,Stop,8/10/2021 5:02,8/10/2021 5:03,1,185.0,VISION LEADFRAME NOT FOUND PRESS1: VISION INFEED,Auto
MB4F_FICO#03,Run,8/10/2021 5:04,8/10/2021 5:05,1,NA,NA,NA
MB4F_FICO#03,Stop,8/10/2021 5:05,8/10/2021 5:09,4,73.0,SAFETY-PIN ERROR PRESS1: 2S12,Auto
MB4F_FICO#03,Run,8/10/2021 5:09,8/10/2021 5:09,1,NA,NA,NA
MB4F_FICO#03,Stop,8/10/2021 5:09,8/10/2021 5:10,1,73.0,SAFETY-PIN ERROR PRESS1: 2S12,Auto
MB4F_FICO#03,Run,8/10/2021 5:10,8/10/2021 5:10,1,NA,NA,NA
MB4F_FICO#03,Stop,8/10/2021 5:10,8/10/2021 5:11,1,73.0,SAFETY-PIN ERROR PRESS1: 2S12,Auto
MB4F_FICO#03,Run,8/10/2021 5:11,8/10/2021 5:12,1,NA,NA,NA
MB4F_FICO#03,Stop,8/10/2021 5:12,8/10/2021 5:13,1,73.0,SAFETY-PIN ERROR PRESS1: 2S12,Auto
MB4F_FICO#03,Run,8/10/2021 5:13,8/10/2021 5:14,1,NA,NA,NA
MB4F_FICO#03,Stop,8/10/2021 5:14,8/10/2021 5:17,3,73.0,SAFETY-PIN ERROR PRESS1: 2S12,Auto
MB4F_FICO#03,Run,8/10/2021 5:39,8/10/2021 6:09,30,NA,NA,MA
MB4F_FICO#03,Stop,8/10/2021 6:09,8/10/2021 6:09,1,MA,MA,MA
MB4F_FICO#03,Run,8/10/2021 6:40,8/10/2021 6:41,1,NA,NA,NA
MB4F_FICO#03,Stop,8/10/2021 6:41,8/10/2021 6:41,1,46.0,FRAME INSPECTION FAILED PRESS1: VISION OUTFEED,Auto
MB4F_FICO#03,Run,8/10/2021 12:16,8/10/2021 12:17,1,NA,NA,NA
MB4F_FICO#03,Stop,8/10/2021 12:17,8/10/2021 12:17,1,68.0,FRONT COVER NOT CLOSED OR LOCKED\ TRAYHANDLER: 2S12,Auto
MB4F_FICO#03,Run,8/10/2021 12:17,8/10/2021 12:19,2,NA,NA,NA
MB4F_FICO#03,Stop,8/10/2021 12:19,8/10/2021 12:20,1,73.0,SAFETY-PIN ERROR PRESS1: 2S12,Auto
MB4F_FICO#03,Run,8/10/2021 12:20,8/10/2021 12:21,1,NA,NA,NA
MB4F_FICO#03,Stop,8/10/2021 12:21,8/10/2021 12:21,1,73.0,SAFETY-PIN ERROR PRESS1: 2S12,Auto
MB4F_FICO#03,Run,8/10/2021 12:21,8/10/2021 13:00,39,NA,NA,NA
MB4F_FICO#03,Stop,8/10/2021 13:00,8/10/2021 13:00,1,65.0,STACK REMOVAL TIMEOUT TRAYHANDLER: 2S23,Auto
MB4F_FICO#03,Run,8/10/2021 13:01,8/10/2021 13:01,1,NA,NA,NA
MB4F_FICO#03,Stop,8/10/2021 13:01,8/10/2021 13:01,1,68.0,FRONT COVER NOT CLOSED OR LOCKED\ TRAYHANDLER: 2S12,Auto
MB4F_FICO#03,Run,8/10/2021 13:01,8/10/2021 13:02,1,NA,NA,NA
MB4F_FICO#03,Stop,8/10/2021 13:02,8/10/2021 13:02,1,73.0,SAFETY-PIN ERROR PRESS1: 2S12,Auto
MB4F_FICO#03,Run,8/10/2021 13:02,8/10/2021 13:03,1,NA,NA,NA
MB4F_FICO#03,Stop,8/10/2021 13:03,8/10/2021 13:03,1,23.0,FRAME INFEED FAILED PRESS2: 2S22,Auto
MB4F_FICO#03,Run,8/10/2021 13:03,8/10/2021 13:30,27,NA,NA,MA
MB4F_FICO#03,Stop,8/10/2021 13:30,8/10/2021 13:30,1,MA,MA,MA
MB4F_FICO#03,Run,8/10/2021 13:31,8/10/2021 13:34,3,NA,NA,NA
MB4F_FICO#03,Stop,8/10/2021 13:34,8/10/2021 13:40,6,46.0,FRAME INSPECTION FAILED PRESS1: VISION OUTFEED,Auto
MB4F_FICO#03,Run,8/10/2021 13:40,8/10/2021 13:42,2,NA,NA,NA
MB4F_FICO#03,Stop,8/10/2021 13:42,8/10/2021 13:43,1,3.0,EMPTY TRAY STUCK ABOVE TRACK TRAYHANDLER: 2S06,Auto
MB4F_FICO#03,Run,8/10/2021 13:43,8/10/2021 13:43,1,NA,NA,NA
MB4F_FICO#03,Stop,8/10/2021 13:43,8/10/2021 13:44,1,3.0,EMPTY TRAY STUCK ABOVE TRACK TRAYHANDLER: 2S06,Auto
MB4F_FICO#03,Run,8/10/2021 13:50,8/10/2021 13:50,1,NA,NA,NA
MB4F_FICO#03,Stop,8/10/2021 13:50,8/10/2021 13:51,1,68.0,FRONT COVER NOT CLOSED OR LOCKED\ TRAYHANDLER: 2S12,Auto
MB4F_FICO#03,Run,8/10/2021 15:19,8/10/2021 15:20,1,NA,NA,MA
MB4F_FICO#03,Stop,8/10/2021 15:20,8/10/2021 15:20,1,MA,MA,MA
MB4F_FICO#03,Run,8/10/2021 15:26,8/10/2021 15:55,29,NA,NA,NA
MB4F_FICO#03,Stop,8/10/2021 15:55,8/10/2021 15:56,1,132.0,PRODUCTS MISSING AT BUFFER SEPARATOR: BUFFER VISION,Auto
MB4F_FICO#03,Run,8/10/2021 15:56,8/10/2021 15:57,1,NA,NA,NA
MB4F_FICO#03,Stop,8/10/2021 15:57,8/10/2021 15:57,1,132.0,PRODUCTS MISSING AT BUFFER SEPARATOR: BUFFER VISION,Auto
MB4F_FICO#03,Run,8/10/2021 15:57,8/10/2021 15:57,1,NA,NA,NA
MB4F_FICO#03,Stop,8/10/2021 15:57,8/10/2021 16:06,9,132.0,PRODUCTS MISSING AT BUFFER SEPARATOR: BUFFER VISION,Auto
MB4F_FICO#03,Run,8/10/2021 16:06,8/10/2021 16:06,1,NA,NA,NA
MB4F_FICO#03,Stop,8/10/2021 16:06,8/10/2021 16:06,1,132.0,PRODUCTS MISSING AT BUFFER SEPARATOR: BUFFER VISION,Auto
MB4F_FICO#03,Run,8/10/2021 16:11,8/10/2021 16:22,11,NA,NA,NA
MB4F_FICO#03,Stop,8/10/2021 16:22,8/10/2021 16:26,4,24.0,LEADFRAME NOT PICKED UP BY VACUUMHEAD OFFL UNIT: 1S22,Auto
MB4F_FICO#03,Run,8/10/2021 16:26,8/10/2021 16:28,2,NA,NA,MA
MB4F_FICO#03,Stop,8/10/2021 16:28,8/10/2021 16:28,1,MA,MA,MA
MB4F_FICO#03,Run,8/10/2021 16:29,8/10/2021 16:35,6,NA,NA,NA
MB4F_FICO#03,Stop,8/10/2021 16:35,8/10/2021 16:38,3,24.0,LEADFRAME NOT PICKED UP BY VACUUMHEAD OFFL UNIT: 1S22,Auto
MB4F_FICO#03,Run,8/10/2021 16:38,8/10/2021 16:38,1,NA,NA,MA
MB4F_FICO#03,Stop,8/10/2021 16:38,8/10/2021 16:38,1,MA,MA,MA
MB4F_FICO#03,Run,8/10/2021 16:39,8/10/2021 16:42,3,NA,NA,NA
MB4F_FICO#03,Stop,8/10/2021 16:42,8/10/2021 16:42,1,46.0,FRAME INSPECTION FAILED PRESS1: VISION OUTFEED,Auto
